System_Timestamp_UTC,RaspberryPiName,Sensor_ID,Temperature_C,Humidity_RH,GPS_Timestamp_UTC,Latitude,Longitude,Altitude_m,Speed_mps,Climb_mps,Track_deg,Satellites,GPS_Fix_Type,datetime,geometry
2025-08-20 22:41:00 UTC,sensor01,218208153,29.29,65.36,2025-08-20 23:03:19+00:00,34.002627,-81.013343,72.2,2.25,-0.1,311.27,9.0,3D,2025-08-20 19:03:19-04:00,POINT (-81.013343 34.002627)
2025-08-20 22:41:10 UTC,sensor01,218208153,29.33,65.21,2025-08-20 23:03:29+00:00,34.002745,-81.013388,70.0,2.34,-0.5,30.12,9.0,3D,2025-08-20 19:03:29-04:00,POINT (-81.013388 34.002745)
2025-08-20 22:41:15 UTC,sensor01,218208153,29.29,65.8,2025-08-20 23:03:34+00:00,34.00286,-81.013272,68.0,3.74,-0.3,52.43,9.0,3D,2025-08-20 19:03:34-04:00,POINT (-81.013272 34.00286)
2025-08-20 22:41:20 UTC,sensor01,218208153,29.28,65.69,2025-08-20 23:03:39+00:00,34.003,-81.013025,65.8,5.95,-0.4,52.65,9.0,3D,2025-08-20 19:03:39-04:00,POINT (-81.013025 34.003)
2025-08-20 22:41:25 UTC,sensor01,218208153,29.17,65.86,2025-08-20 23:03:44+00:00,34.003177,-81.012707,63.7,6.66,-0.4,52.64,9.0,3D,2025-08-20 19:03:44-04:00,POINT (-81.012707 34.003177)
2025-08-20 22:41:30 UTC,sensor01,218208153,29.11,66.52,2025-08-20 23:03:49+00:00,34.003338,-81.012415,62.5,4.32,0.0,56.9,9.0,3D,2025-08-20 19:03:49-04:00,POINT (-81.012415 34.003338)
2025-08-20 22:41:40 UTC,sensor01,218208153,29.11,66.71,2025-08-20 23:03:59+00:00,34.003448,-81.012168,60.2,2.65,0.6,23.43,9.0,3D,2025-08-20 19:03:59-04:00,POINT (-81.012168 34.003448)
2025-08-20 22:41:45 UTC,sensor01,218208153,29.08,68.08,2025-08-20 23:04:04+00:00,34.00363,-81.012193,59.0,5.43,-0.1,348.99,9.0,3D,2025-08-20 19:04:04-04:00,POINT (-81.012193 34.00363)
2025-08-20 22:41:50 UTC,sensor01,218208153,28.95,67.69,2025-08-20 23:04:09+00:00,34.003885,-81.012292,57.8,6.75,-0.2,344.7,9.0,3D,2025-08-20 19:04:09-04:00,POINT (-81.012292 34.003885)
2025-08-20 22:41:55 UTC,sensor01,218208153,28.87,66.98,2025-08-20 23:04:14+00:00,34.004167,-81.012388,56.6,7.14,-0.1,344.84,9.0,3D,2025-08-20 19:04:14-04:00,POINT (-81.012388 34.004167)
2025-08-20 22:42:00 UTC,sensor01,218208153,28.79,67.49,2025-08-20 23:04:20+00:00,34.004575,-81.012552,56.3,7.84,-0.1,0.0,9.0,3D,2025-08-20 19:04:20-04:00,POINT (-81.012552 34.004575)
2025-08-20 22:42:05 UTC,sensor01,218208153,28.7,68.09,2025-08-20 23:04:25+00:00,34.004932,-81.012753,55.8,8.56,-0.2,0.0,9.0,3D,2025-08-20 19:04:25-04:00,POINT (-81.012753 34.004932)
2025-08-20 22:42:10 UTC,sensor01,218208153,28.66,68.5,2025-08-20 23:04:30+00:00,34.005242,-81.013063,55.6,9.31,-0.1,0.0,9.0,3D,2025-08-20 19:04:30-04:00,POINT (-81.013063 34.005242)
2025-08-20 22:42:15 UTC,sensor01,218208153,28.7,67.26,2025-08-20 23:04:35+00:00,34.005567,-81.013447,55.6,9.49,-0.1,313.73,9.0,3D,2025-08-20 19:04:35-04:00,POINT (-81.013447 34.005567)
2025-08-20 22:42:20 UTC,sensor01,218208153,28.75,66.51,2025-08-20 23:04:40+00:00,34.005923,-81.013838,56.8,10.42,-0.1,322.39,8.0,3D,2025-08-20 19:04:40-04:00,POINT (-81.013838 34.005923)
2025-08-20 22:42:25 UTC,sensor01,218208153,28.83,66.51,2025-08-20 23:04:45+00:00,34.00636,-81.01411,56.4,11.05,0.0,337.99,9.0,3D,2025-08-20 19:04:45-04:00,POINT (-81.01411 34.00636)
2025-08-20 22:42:30 UTC,sensor01,218208153,28.87,65.67,2025-08-20 23:04:50+00:00,34.006813,-81.01431,57.1,10.53,0.1,339.8,9.0,3D,2025-08-20 19:04:50-04:00,POINT (-81.01431 34.006813)
2025-08-20 22:42:35 UTC,sensor01,218208153,29.01,65.19,2025-08-20 23:04:55+00:00,34.007158,-81.01448,59.9,5.17,0.4,344.37,9.0,3D,2025-08-20 19:04:55-04:00,POINT (-81.01448 34.007158)
2025-08-20 22:43:00 UTC,sensor01,218208153,29.42,63.59,2025-08-20 23:05:20+00:00,34.007297,-81.01436,65.1,5.05,0.0,74.3,9.0,3D,2025-08-20 19:05:20-04:00,POINT (-81.01436 34.007297)
2025-08-20 22:43:06 UTC,sensor01,218208153,29.47,63.09,2025-08-20 23:05:25+00:00,34.007405,-81.01393,64.5,9.86,-0.1,72.57,9.0,3D,2025-08-20 19:05:25-04:00,POINT (-81.01393 34.007405)
2025-08-20 22:43:11 UTC,sensor01,218208153,29.57,63.28,2025-08-20 23:05:30+00:00,34.007493,-81.013533,63.7,4.83,-0.2,81.98,9.0,3D,2025-08-20 19:05:30-04:00,POINT (-81.013533 34.007493)
2025-08-20 22:43:16 UTC,sensor01,218208153,29.66,63.33,2025-08-20 23:05:35+00:00,34.007405,-81.013293,63.0,7.73,-0.1,124.3,9.0,3D,2025-08-20 19:05:35-04:00,POINT (-81.013293 34.007405)
2025-08-20 22:43:21 UTC,sensor01,218208153,29.62,62.97,2025-08-20 23:05:40+00:00,34.007117,-81.012828,62.8,12.79,0.0,124.52,9.0,3D,2025-08-20 19:05:40-04:00,POINT (-81.012828 34.007117)
