System_Timestamp_UTC,RaspberryPiName,Sensor_ID,Temperature_C,Humidity_RH,GPS_Timestamp_UTC,Latitude,Longitude,Altitude_m,Speed_mps,Climb_mps,Track_deg,Satellites,GPS_Fix_Type,datetime,geometry
2025-08-20 18:23:10 UTC,sensor01,218208153,31.21,54.83,2025-08-20 18:55:02+00:00,33.999642,-81.006002,107.5,8.96,0.2,96.31,12.0,3D,2025-08-20 14:55:02-04:00,POINT (-81.006002 33.999642)
2025-08-20 18:23:15 UTC,sensor01,218208153,31.13,54.7,2025-08-20 18:55:07+00:00,33.999603,-81.005618,107.3,6.02,-0.4,98.68,12.0,3D,2025-08-20 14:55:07-04:00,POINT (-81.005618 33.999603)
2025-08-20 18:23:30 UTC,sensor01,218208153,31.06,55.03,2025-08-20 18:55:23+00:00,33.999588,-81.005288,111.4,5.9,-0.2,0.0,12.0,3D,2025-08-20 14:55:23-04:00,POINT (-81.005288 33.999588)
2025-08-20 18:23:35 UTC,sensor01,218208153,30.97,57.35,2025-08-20 18:55:28+00:00,33.99955,-81.004847,110.9,9.0,0.1,0.0,12.0,3D,2025-08-20 14:55:28-04:00,POINT (-81.004847 33.99955)
2025-08-20 18:23:40 UTC,sensor01,218208153,30.91,57.21,2025-08-20 18:55:33+00:00,33.999522,-81.004347,112.0,9.41,0.2,0.0,12.0,3D,2025-08-20 14:55:33-04:00,POINT (-81.004347 33.999522)
2025-08-20 18:23:45 UTC,sensor01,218208153,30.82,56.05,2025-08-20 18:55:38+00:00,33.999503,-81.003878,112.4,8.17,-0.1,0.0,4.0,3D,2025-08-20 14:55:38-04:00,POINT (-81.003878 33.999503)
2025-08-20 18:23:50 UTC,sensor01,218208153,30.74,56.07,2025-08-20 18:55:43+00:00,33.999487,-81.003475,112.3,7.41,0.2,0.0,8.0,3D,2025-08-20 14:55:43-04:00,POINT (-81.003475 33.999487)
2025-08-20 18:24:05 UTC,sensor01,218208153,30.75,55.86,2025-08-20 18:55:58+00:00,33.999273,-81.003088,116.8,5.07,0.4,176.0,12.0,3D,2025-08-20 14:55:58-04:00,POINT (-81.003088 33.999273)
2025-08-20 18:24:10 UTC,sensor01,218208153,30.73,56.75,2025-08-20 18:56:03+00:00,33.998907,-81.00313,118.9,8.27,0.3,183.43,12.0,3D,2025-08-20 14:56:03-04:00,POINT (-81.00313 33.998907)
2025-08-20 18:24:15 UTC,sensor01,218208153,30.81,56.84,2025-08-20 18:56:08+00:00,33.99853,-81.003198,120.2,8.15,0.1,182.42,12.0,3D,2025-08-20 14:56:08-04:00,POINT (-81.003198 33.99853)
2025-08-20 18:24:20 UTC,sensor01,218208153,30.91,56.37,2025-08-20 18:56:13+00:00,33.998203,-81.003265,121.2,6.38,0.5,181.16,12.0,3D,2025-08-20 14:56:13-04:00,POINT (-81.003265 33.998203)
2025-08-20 18:24:25 UTC,sensor01,218208153,30.95,55.57,2025-08-20 18:56:18+00:00,33.997997,-81.003142,123.4,6.22,0.1,118.02,12.0,3D,2025-08-20 14:56:18-04:00,POINT (-81.003142 33.997997)
2025-08-20 18:24:30 UTC,sensor01,218208153,31.15,55.68,2025-08-20 18:56:23+00:00,33.997988,-81.002668,123.6,8.81,-0.9,95.35,12.0,3D,2025-08-20 14:56:23-04:00,POINT (-81.002668 33.997988)
2025-08-20 18:24:35 UTC,sensor01,218208153,31.24,55.08,2025-08-20 18:56:28+00:00,33.997962,-81.00229,120.6,6.99,-1.5,93.37,12.0,3D,2025-08-20 14:56:28-04:00,POINT (-81.00229 33.997962)
2025-08-20 18:24:40 UTC,sensor01,218208153,31.26,55.04,2025-08-20 18:56:33+00:00,33.99795,-81.001843,117.1,10.18,0.2,94.6,12.0,3D,2025-08-20 14:56:33-04:00,POINT (-81.001843 33.99795)
2025-08-20 18:24:45 UTC,sensor01,218208153,31.41,54.96,2025-08-20 18:56:38+00:00,33.997918,-81.001303,117.3,9.06,-0.2,92.63,12.0,3D,2025-08-20 14:56:38-04:00,POINT (-81.001303 33.997918)
2025-08-20 18:24:51 UTC,sensor01,218208153,31.33,54.79,2025-08-20 18:56:43+00:00,33.997885,-81.000758,118.1,10.8,0.1,93.36,12.0,3D,2025-08-20 14:56:43-04:00,POINT (-81.000758 33.997885)
2025-08-20 18:24:56 UTC,sensor01,218208153,31.3,54.97,2025-08-20 18:56:48+00:00,33.997838,-81.000185,118.7,10.08,-0.4,95.29,12.0,3D,2025-08-20 14:56:48-04:00,POINT (-81.000185 33.997838)
2025-08-20 18:25:01 UTC,sensor01,218208153,31.29,54.75,2025-08-20 18:56:53+00:00,33.997805,-80.999635,120.4,10.68,0.3,95.95,12.0,3D,2025-08-20 14:56:53-04:00,POINT (-80.999635 33.997805)
2025-08-20 18:25:06 UTC,sensor01,218208153,31.24,54.93,2025-08-20 18:56:58+00:00,33.99775,-80.999023,119.8,12.13,-0.1,96.32,12.0,3D,2025-08-20 14:56:58-04:00,POINT (-80.999023 33.99775)
2025-08-20 18:25:11 UTC,sensor01,218208153,31.05,55.15,2025-08-20 18:57:03+00:00,33.997707,-80.998373,115.9,12.47,-0.5,94.92,12.0,3D,2025-08-20 14:57:03-04:00,POINT (-80.998373 33.997707)
2025-08-20 18:25:16 UTC,sensor01,218208153,30.88,55.13,2025-08-20 18:57:09+00:00,33.997665,-80.997588,114.0,12.52,0.1,0.0,12.0,3D,2025-08-20 14:57:09-04:00,POINT (-80.997588 33.997665)
2025-08-20 18:25:21 UTC,sensor01,218208153,30.94,55.77,2025-08-20 18:57:14+00:00,33.997638,-80.99694,111.5,11.88,0.2,0.0,12.0,3D,2025-08-20 14:57:14-04:00,POINT (-80.99694 33.997638)
2025-08-20 18:25:26 UTC,sensor01,218208153,30.96,55.13,2025-08-20 18:57:19+00:00,33.997592,-80.996295,111.4,12.37,0.3,0.0,12.0,3D,2025-08-20 14:57:19-04:00,POINT (-80.996295 33.997592)
2025-08-20 18:25:31 UTC,sensor01,218208153,30.99,55.85,2025-08-20 18:57:24+00:00,33.997545,-80.99562,111.1,12.69,0.3,94.92,12.0,3D,2025-08-20 14:57:24-04:00,POINT (-80.99562 33.997545)
2025-08-20 18:25:36 UTC,sensor01,218208153,30.99,54.38,2025-08-20 18:57:29+00:00,33.997498,-80.994965,112.7,11.1,0.3,92.87,12.0,3D,2025-08-20 14:57:29-04:00,POINT (-80.994965 33.997498)
2025-08-20 18:25:41 UTC,sensor01,218208153,31.01,54.6,2025-08-20 18:57:34+00:00,33.997478,-80.994445,108.9,10.14,0.4,94.73,12.0,3D,2025-08-20 14:57:34-04:00,POINT (-80.994445 33.997478)
2025-08-20 18:25:46 UTC,sensor01,218208153,30.93,54.62,2025-08-20 18:57:39+00:00,33.997445,-80.993948,109.5,8.9,0.4,95.83,12.0,3D,2025-08-20 14:57:39-04:00,POINT (-80.993948 33.997445)
2025-08-20 18:25:51 UTC,sensor01,218208153,30.95,55.18,2025-08-20 18:57:44+00:00,33.997425,-80.993612,105.4,5.17,0.3,98.83,12.0,3D,2025-08-20 14:57:44-04:00,POINT (-80.993612 33.997425)
2025-08-20 18:27:42 UTC,sensor01,218208153,31.38,54.02,2025-08-20 18:59:35+00:00,33.997402,-80.993283,116.1,4.45,0.2,102.55,12.0,3D,2025-08-20 14:59:35-04:00,POINT (-80.993283 33.997402)
2025-08-20 18:27:47 UTC,sensor01,218208153,31.53,54.29,2025-08-20 18:59:40+00:00,33.997295,-80.993093,116.7,3.24,0.1,166.49,12.0,3D,2025-08-20 14:59:40-04:00,POINT (-80.993093 33.997295)
2025-08-20 18:27:52 UTC,sensor01,218208153,31.57,54.42,2025-08-20 18:59:45+00:00,33.997237,-80.993202,117.6,2.28,0.2,261.13,12.0,3D,2025-08-20 14:59:45-04:00,POINT (-80.993202 33.997237)
2025-08-20 18:27:57 UTC,sensor01,218208153,31.66,53.75,2025-08-20 18:59:50+00:00,33.9971,-80.99329,118.8,4.06,0.3,183.92,12.0,3D,2025-08-20 14:59:50-04:00,POINT (-80.99329 33.9971)
2025-08-20 18:28:02 UTC,sensor01,218208153,31.76,53.21,2025-08-20 18:59:55+00:00,33.99691,-80.99332,119.6,3.71,0.1,179.97,12.0,3D,2025-08-20 14:59:55-04:00,POINT (-80.99332 33.99691)
2025-08-20 18:28:08 UTC,sensor01,218208153,31.75,53.09,2025-08-20 19:00:00+00:00,33.996758,-80.993323,120.6,2.9,0.1,162.41,12.0,3D,2025-08-20 15:00:00-04:00,POINT (-80.993323 33.996758)
2025-08-20 18:28:18 UTC,sensor01,218208153,31.76,52.83,2025-08-20 19:00:10+00:00,33.996703,-80.99319,123.7,2.52,0.5,48.18,12.0,3D,2025-08-20 15:00:10-04:00,POINT (-80.99319 33.996703)
2025-08-20 18:28:23 UTC,sensor01,218208153,31.69,52.98,2025-08-20 19:00:15+00:00,33.996843,-80.993133,125.9,4.39,0.4,12.29,12.0,3D,2025-08-20 15:00:15-04:00,POINT (-80.993133 33.996843)
2025-08-20 18:28:48 UTC,sensor01,218208153,32.04,52.18,2025-08-20 19:00:41+00:00,33.997123,-80.993037,135.0,5.25,0.5,26.26,12.0,3D,2025-08-20 15:00:41-04:00,POINT (-80.993037 33.997123)
2025-08-20 18:28:53 UTC,sensor01,218208153,31.94,52.03,2025-08-20 19:00:46+00:00,33.997362,-80.992885,138.3,6.75,0.7,30.97,12.0,3D,2025-08-20 15:00:46-04:00,POINT (-80.992885 33.997362)
2025-08-20 18:28:58 UTC,sensor01,218208153,31.83,52.5,2025-08-20 19:00:51+00:00,33.997608,-80.992735,142.0,5.44,0.8,23.99,12.0,3D,2025-08-20 15:00:51-04:00,POINT (-80.992735 33.997608)
2025-08-20 18:29:03 UTC,sensor01,218208153,31.72,53.22,2025-08-20 19:00:56+00:00,33.997863,-80.992665,145.4,5.72,0.8,20.68,12.0,3D,2025-08-20 15:00:56-04:00,POINT (-80.992665 33.997863)
2025-08-20 18:29:08 UTC,sensor01,218208153,31.78,53.23,2025-08-20 19:01:01+00:00,33.99812,-80.992543,149.3,5.8,0.7,24.92,12.0,3D,2025-08-20 15:01:01-04:00,POINT (-80.992543 33.99812)
2025-08-20 18:29:13 UTC,sensor01,218208153,31.92,54.75,2025-08-20 19:01:06+00:00,33.998362,-80.992398,153.1,5.29,0.8,18.02,12.0,3D,2025-08-20 15:01:06-04:00,POINT (-80.992398 33.998362)
2025-08-20 18:29:18 UTC,sensor01,218208153,31.78,54.19,2025-08-20 19:01:11+00:00,33.998608,-80.992287,157.1,5.76,0.9,13.05,12.0,3D,2025-08-20 15:01:11-04:00,POINT (-80.992287 33.998608)
2025-08-20 18:29:23 UTC,sensor01,218208153,31.68,53.95,2025-08-20 19:01:16+00:00,33.998868,-80.992205,159.7,5.5,0.7,12.22,12.0,3D,2025-08-20 15:01:16-04:00,POINT (-80.992205 33.998868)
2025-08-20 18:29:28 UTC,sensor01,218208153,31.69,55.73,2025-08-20 19:01:21+00:00,33.999128,-80.99217,163.4,5.74,0.7,5.16,12.0,3D,2025-08-20 15:01:21-04:00,POINT (-80.99217 33.999128)
2025-08-20 18:29:33 UTC,sensor01,218208153,31.64,57.15,2025-08-20 19:01:26+00:00,33.99934,-80.992107,166.6,2.78,0.7,11.85,12.0,3D,2025-08-20 15:01:26-04:00,POINT (-80.992107 33.99934)
2025-08-20 18:29:38 UTC,sensor01,218208153,31.61,56.24,2025-08-20 19:01:31+00:00,33.999497,-80.992087,169.6,4.93,0.7,359.78,12.0,3D,2025-08-20 15:01:31-04:00,POINT (-80.992087 33.999497)
2025-08-20 18:29:43 UTC,sensor01,218208153,31.53,56.15,2025-08-20 19:01:36+00:00,33.99977,-80.992077,173.0,6.97,0.6,2.08,12.0,3D,2025-08-20 15:01:36-04:00,POINT (-80.992077 33.99977)
2025-08-20 18:29:49 UTC,sensor01,218208153,31.44,55.67,2025-08-20 19:01:41+00:00,34.000073,-80.992045,175.7,6.11,0.5,10.57,12.0,3D,2025-08-20 15:01:41-04:00,POINT (-80.992045 34.000073)
2025-08-20 18:29:54 UTC,sensor01,218208153,31.37,56.14,2025-08-20 19:01:46+00:00,34.000347,-80.991992,177.0,5.56,0.5,10.87,12.0,3D,2025-08-20 15:01:46-04:00,POINT (-80.991992 34.000347)
2025-08-20 18:29:59 UTC,sensor01,218208153,31.35,55.97,2025-08-20 19:01:51+00:00,34.000607,-80.991933,178.6,6.37,0.4,16.28,12.0,3D,2025-08-20 15:01:51-04:00,POINT (-80.991933 34.000607)
2025-08-20 18:30:04 UTC,sensor01,218208153,31.28,55.66,2025-08-20 19:01:56+00:00,34.000857,-80.991803,179.7,5.85,0.3,21.29,12.0,3D,2025-08-20 15:01:56-04:00,POINT (-80.991803 34.000857)
2025-08-20 18:30:09 UTC,sensor01,218208153,31.13,55.91,2025-08-20 19:02:01+00:00,34.001102,-80.991705,180.8,5.29,-0.6,27.64,12.0,3D,2025-08-20 15:02:01-04:00,POINT (-80.991705 34.001102)
2025-08-20 18:30:14 UTC,sensor01,218208153,31.0,55.04,2025-08-20 19:02:07+00:00,34.001387,-80.991637,181.5,5.78,-0.4,0.0,12.0,3D,2025-08-20 15:02:07-04:00,POINT (-80.991637 34.001387)
2025-08-20 18:30:19 UTC,sensor01,218208153,31.01,56.4,2025-08-20 19:02:12+00:00,34.001575,-80.991587,182.4,3.38,0.3,0.0,12.0,3D,2025-08-20 15:02:12-04:00,POINT (-80.991587 34.001575)
