System_Timestamp_UTC,RaspberryPiName,Sensor_ID,Temperature_C,Humidity_RH,GPS_Timestamp_UTC,Latitude,Longitude,Altitude_m,Speed_mps,Climb_mps,Track_deg,Satellites,GPS_Fix_Type,datetime,geometry
2025-08-19 17:18:37 UTC,sensor03,218191466,33.06,57.3,2025-08-19 19:05:30+00:00,34.002173,-81.01273,126.4,2.96,1.2,0.0,13.0,3D,2025-08-19 15:05:30-04:00,POINT (-81.01273 34.002173)
2025-08-19 17:18:47 UTC,sensor03,218191466,31.55,59.79,2025-08-19 19:05:40+00:00,34.002177,-81.01267,142.8,2.84,2.3,99.82,13.0,3D,2025-08-19 15:05:40-04:00,POINT (-81.01267 34.002177)
2025-08-19 17:18:52 UTC,sensor03,218191466,31.09,62.93,2025-08-19 19:05:45+00:00,34.002127,-81.012617,157.7,2.89,2.9,105.78,13.0,3D,2025-08-19 15:05:45-04:00,POINT (-81.012617 34.002127)
2025-08-19 17:18:57 UTC,sensor03,218191466,30.76,64.81,2025-08-19 19:05:50+00:00,34.002093,-81.01261,155.6,3.17,1.5,146.32,13.0,3D,2025-08-19 15:05:50-04:00,POINT (-81.01261 34.002093)
2025-08-19 17:19:02 UTC,sensor03,218191466,30.46,64.94,2025-08-19 19:05:55+00:00,34.002028,-81.01262,166.6,3.0,2.8,155.1,13.0,3D,2025-08-19 15:05:55-04:00,POINT (-81.01262 34.002028)
2025-08-19 17:19:07 UTC,sensor03,218191466,30.32,66.11,2025-08-19 19:06:00+00:00,34.001967,-81.01262,164.9,4.28,1.7,147.17,13.0,3D,2025-08-19 15:06:00-04:00,POINT (-81.01262 34.001967)
2025-08-19 17:19:12 UTC,sensor03,218191466,30.21,66.76,2025-08-19 19:06:05+00:00,34.001958,-81.012637,153.8,3.92,0.1,144.23,13.0,3D,2025-08-19 15:06:05-04:00,POINT (-81.012637 34.001958)
2025-08-19 17:19:17 UTC,sensor03,218191466,30.13,67.22,2025-08-19 19:06:10+00:00,34.001962,-81.01266,159.1,3.01,1.3,149.23,13.0,3D,2025-08-19 15:06:10-04:00,POINT (-81.01266 34.001962)
2025-08-19 17:19:22 UTC,sensor03,218191466,30.06,68.28,2025-08-19 19:06:15+00:00,34.001948,-81.012673,166.0,2.81,1.0,152.85,13.0,3D,2025-08-19 15:06:15-04:00,POINT (-81.012673 34.001948)
2025-08-19 17:24:50 UTC,sensor03,218191466,28.86,70.12,2025-08-19 19:12:58+00:00,34.002338,-81.012947,105.4,2.83,0.1,308.28,9.0,3D,2025-08-19 15:12:58-04:00,POINT (-81.012947 34.002338)
2025-08-19 17:24:55 UTC,sensor03,218191466,28.78,70.84,2025-08-19 19:13:03+00:00,34.002445,-81.013093,105.6,4.01,0.0,311.43,9.0,3D,2025-08-19 15:13:03-04:00,POINT (-81.013093 34.002445)
2025-08-19 17:25:00 UTC,sensor03,218191466,28.72,71.35,2025-08-19 19:13:08+00:00,34.002572,-81.013242,105.8,3.47,0.0,325.52,9.0,3D,2025-08-19 15:13:08-04:00,POINT (-81.013242 34.002572)
2025-08-19 17:25:05 UTC,sensor03,218191466,28.7,71.38,2025-08-19 19:13:13+00:00,34.00271,-81.01319,104.9,4.78,-0.3,55.37,9.0,3D,2025-08-19 15:13:13-04:00,POINT (-81.01319 34.00271)
2025-08-19 17:25:10 UTC,sensor03,218191466,28.81,72.42,2025-08-19 19:13:18+00:00,34.002835,-81.01295,104.7,5.56,0.0,56.4,9.0,3D,2025-08-19 15:13:18-04:00,POINT (-81.01295 34.002835)
