System_Timestamp_UTC,RaspberryPiName,Sensor_ID,Temperature_C,Humidity_RH,GPS_Timestamp_UTC,Latitude,Longitude,Altitude_m,Speed_mps,Climb_mps,Track_deg,Satellites,GPS_Fix_Type,datetime,geometry
2025-08-17 17:22:17 UTC,sensor00,236492955,23.21,91.95,2025-08-18 10:00:28+00:00,33.971233,-80.988933,-38.8,3.36,0.2,178.36,12.0,3D,2025-08-18 06:00:28-04:00,POINT (-80.988933 33.971233)
2025-08-17 17:22:22 UTC,sensor00,236492955,23.15,91.94,2025-08-18 10:00:33+00:00,33.97107,-80.988962,-37.4,4.17,0.4,181.23,12.0,3D,2025-08-18 06:00:33-04:00,POINT (-80.988962 33.97107)
2025-08-17 17:22:27 UTC,sensor00,236492955,23.09,92.07,2025-08-18 10:00:38+00:00,33.970893,-80.989065,-34.7,3.92,0.7,196.16,12.0,3D,2025-08-18 06:00:38-04:00,POINT (-80.989065 33.970893)
2025-08-17 17:22:32 UTC,sensor00,236492955,23.04,92.25,2025-08-18 10:00:43+00:00,33.970735,-80.989138,-30.6,3.9,1.0,200.35,12.0,3D,2025-08-18 06:00:43-04:00,POINT (-80.989138 33.970735)
2025-08-17 17:22:37 UTC,sensor00,236492955,23.0,92.53,2025-08-18 10:00:48+00:00,33.970543,-80.989213,-24.0,4.01,1.5,191.08,12.0,3D,2025-08-18 06:00:48-04:00,POINT (-80.989213 33.970543)
2025-08-17 17:22:43 UTC,sensor00,236492955,22.97,92.69,2025-08-18 10:00:53+00:00,33.97034,-80.989242,-17.4,4.76,1.4,188.34,12.0,3D,2025-08-18 06:00:53-04:00,POINT (-80.989242 33.97034)
2025-08-17 17:22:48 UTC,sensor00,236492955,22.96,92.81,2025-08-18 10:00:59+00:00,33.970063,-80.989253,-9.7,5.4,1.4,0.0,12.0,3D,2025-08-18 06:00:59-04:00,POINT (-80.989253 33.970063)
2025-08-17 17:22:53 UTC,sensor00,236492955,22.98,92.97,2025-08-18 10:01:04+00:00,33.969812,-80.989312,-4.3,6.2,1.4,0.0,12.0,3D,2025-08-18 06:01:04-04:00,POINT (-80.989312 33.969812)
2025-08-17 17:22:58 UTC,sensor00,236492955,22.98,92.98,2025-08-18 10:01:09+00:00,33.969538,-80.98941,3.2,4.02,1.7,215.23,12.0,3D,2025-08-18 06:01:09-04:00,POINT (-80.98941 33.969538)
2025-08-17 17:23:03 UTC,sensor00,236492955,23.0,92.98,2025-08-18 10:01:14+00:00,33.969558,-80.989545,10.7,3.38,2.1,280.39,12.0,3D,2025-08-18 06:01:14-04:00,POINT (-80.989545 33.969558)
2025-08-17 17:23:08 UTC,sensor00,236492955,23.02,93.05,2025-08-18 10:01:19+00:00,33.969655,-80.989778,16.6,4.82,0.0,287.5,12.0,3D,2025-08-18 06:01:19-04:00,POINT (-80.989778 33.969655)
2025-08-17 17:23:13 UTC,sensor00,236492955,23.07,92.94,2025-08-18 10:01:24+00:00,33.969738,-80.990028,21.7,5.17,1.0,289.34,12.0,3D,2025-08-18 06:01:24-04:00,POINT (-80.990028 33.969738)
2025-08-17 17:23:18 UTC,sensor00,236492955,23.1,92.76,2025-08-18 10:01:29+00:00,33.969867,-80.990273,26.2,5.59,1.1,296.81,12.0,3D,2025-08-18 06:01:29-04:00,POINT (-80.990273 33.969867)
2025-08-17 17:23:23 UTC,sensor00,236492955,23.06,92.36,2025-08-18 10:01:34+00:00,33.96999,-80.990517,30.9,5.91,-0.8,295.13,12.0,3D,2025-08-18 06:01:34-04:00,POINT (-80.990517 33.96999)
2025-08-17 17:23:28 UTC,sensor00,236492955,23.04,92.34,2025-08-18 10:01:39+00:00,33.970128,-80.990803,35.9,6.76,1.0,297.93,12.0,3D,2025-08-18 06:01:39-04:00,POINT (-80.990803 33.970128)
2025-08-17 17:23:33 UTC,sensor00,236492955,23.02,92.26,2025-08-18 10:01:44+00:00,33.970303,-80.991103,39.4,7.58,1.1,298.43,12.0,3D,2025-08-18 06:01:44-04:00,POINT (-80.991103 33.970303)
2025-08-17 17:23:38 UTC,sensor00,236492955,22.96,92.25,2025-08-18 10:01:49+00:00,33.970463,-80.991458,43.3,7.39,-0.1,294.45,12.0,3D,2025-08-18 06:01:49-04:00,POINT (-80.991458 33.970463)
2025-08-17 17:23:43 UTC,sensor00,236492955,22.86,92.68,2025-08-18 10:01:54+00:00,33.970613,-80.991783,47.3,6.9,0.9,296.85,12.0,3D,2025-08-18 06:01:54-04:00,POINT (-80.991783 33.970613)
2025-08-17 17:23:48 UTC,sensor00,236492955,22.83,93.04,2025-08-18 10:01:59+00:00,33.970773,-80.992122,52.4,7.36,1.2,295.94,12.0,3D,2025-08-18 06:01:59-04:00,POINT (-80.992122 33.970773)
2025-08-17 17:23:53 UTC,sensor00,236492955,22.85,93.41,2025-08-18 10:02:04+00:00,33.970922,-80.992435,55.2,6.61,0.9,298.38,13.0,3D,2025-08-18 06:02:04-04:00,POINT (-80.992435 33.970922)
2025-08-17 17:23:58 UTC,sensor00,236492955,22.84,93.52,2025-08-18 10:02:09+00:00,33.971065,-80.992715,57.9,6.04,0.8,300.48,13.0,3D,2025-08-18 06:02:09-04:00,POINT (-80.992715 33.971065)
2025-08-17 17:24:03 UTC,sensor00,236492955,22.81,93.49,2025-08-18 10:02:14+00:00,33.971187,-80.992962,60.7,5.0,0.7,303.25,13.0,3D,2025-08-18 06:02:14-04:00,POINT (-80.992962 33.971187)
2025-08-17 17:24:08 UTC,sensor00,236492955,22.8,93.44,2025-08-18 10:02:19+00:00,33.971348,-80.993088,64.7,4.02,0.8,352.42,13.0,3D,2025-08-18 06:02:19-04:00,POINT (-80.993088 33.971348)
2025-08-17 17:24:13 UTC,sensor00,236492955,22.83,93.48,2025-08-18 10:02:24+00:00,33.971567,-80.993055,66.6,5.31,0.1,2.05,13.0,3D,2025-08-18 06:02:24-04:00,POINT (-80.993055 33.971567)
2025-08-17 17:24:18 UTC,sensor00,236492955,22.86,93.58,2025-08-18 10:02:29+00:00,33.971802,-80.993022,70.4,4.82,0.8,357.45,13.0,3D,2025-08-18 06:02:29-04:00,POINT (-80.993022 33.971802)
2025-08-17 17:24:24 UTC,sensor00,236492955,22.83,93.41,2025-08-18 10:02:34+00:00,33.972022,-80.993032,74.6,4.79,0.9,346.35,13.0,3D,2025-08-18 06:02:34-04:00,POINT (-80.993032 33.972022)
