System_Timestamp_UTC,RaspberryPiName,Sensor_ID,Temperature_C,Humidity_RH,GPS_Timestamp_UTC,Latitude,Longitude,Altitude_m,Speed_mps,Climb_mps,Track_deg,Satellites,GPS_Fix_Type,datetime,geometry
2025-08-19 00:12:42 UTC,sensor01,218208153,24.53,87.93,2025-08-19 09:58:39+00:00,33.994728,-80.966823,48.7,3.87,0.7,338.59,10.0,3D,2025-08-19 05:58:39-04:00,POINT (-80.966823 33.994728)
2025-08-19 00:12:48 UTC,sensor01,218208153,24.4,88.64,2025-08-19 09:58:44+00:00,33.994937,-80.966937,49.9,5.99,0.3,332.0,10.0,3D,2025-08-19 05:58:44-04:00,POINT (-80.966937 33.994937)
2025-08-19 00:12:53 UTC,sensor01,218208153,24.24,89.68,2025-08-19 09:58:49+00:00,33.995225,-80.967097,50.8,7.05,0.1,335.97,9.0,3D,2025-08-19 05:58:49-04:00,POINT (-80.967097 33.995225)
2025-08-19 00:12:58 UTC,sensor01,218208153,24.13,90.79,2025-08-19 09:58:54+00:00,33.995523,-80.967223,50.5,6.32,-0.1,340.87,9.0,3D,2025-08-19 05:58:54-04:00,POINT (-80.967223 33.995523)
2025-08-19 00:13:03 UTC,sensor01,218208153,24.09,91.09,2025-08-19 09:58:59+00:00,33.99577,-80.96733,50.4,6.38,0.0,337.97,9.0,3D,2025-08-19 05:58:59-04:00,POINT (-80.96733 33.99577)
2025-08-19 00:13:08 UTC,sensor01,218208153,24.02,91.33,2025-08-19 09:59:04+00:00,33.99604,-80.967485,49.6,6.98,-0.1,329.86,9.0,3D,2025-08-19 05:59:04-04:00,POINT (-80.967485 33.99604)
2025-08-19 00:13:13 UTC,sensor01,218208153,24.02,91.82,2025-08-19 09:59:09+00:00,33.99629,-80.96771,48.7,7.01,-0.2,317.5,9.0,3D,2025-08-19 05:59:09-04:00,POINT (-80.96771 33.99629)
2025-08-19 00:13:18 UTC,sensor01,218208153,24.01,92.17,2025-08-19 09:59:14+00:00,33.996505,-80.967965,47.6,6.55,-0.3,315.52,9.0,3D,2025-08-19 05:59:14-04:00,POINT (-80.967965 33.996505)
2025-08-19 00:13:23 UTC,sensor01,218208153,24.0,92.18,2025-08-19 09:59:19+00:00,33.99669,-80.968243,46.2,6.47,-0.3,303.25,11.0,3D,2025-08-19 05:59:19-04:00,POINT (-80.968243 33.99669)
2025-08-19 00:13:28 UTC,sensor01,218208153,24.02,92.91,2025-08-19 09:59:24+00:00,33.996858,-80.96853,44.3,6.58,-0.5,296.21,11.0,3D,2025-08-19 05:59:24-04:00,POINT (-80.96853 33.996858)
2025-08-19 00:13:33 UTC,sensor01,218208153,24.0,93.28,2025-08-19 09:59:29+00:00,33.996987,-80.968873,41.7,7.34,-0.5,292.62,11.0,3D,2025-08-19 05:59:29-04:00,POINT (-80.968873 33.996987)
2025-08-19 00:13:38 UTC,sensor01,218208153,24.04,93.48,2025-08-19 09:59:34+00:00,33.99712,-80.969233,39.0,7.24,-0.6,290.35,11.0,3D,2025-08-19 05:59:34-04:00,POINT (-80.969233 33.99712)
2025-08-19 00:13:43 UTC,sensor01,218208153,24.05,93.51,2025-08-19 09:59:40+00:00,33.997248,-80.969573,36.0,4.27,-0.4,0.0,11.0,3D,2025-08-19 05:59:40-04:00,POINT (-80.969573 33.997248)
2025-08-19 00:13:53 UTC,sensor01,218208153,24.07,93.16,2025-08-19 09:59:50+00:00,33.997315,-80.96975,32.5,3.58,-0.3,301.9,11.0,3D,2025-08-19 05:59:50-04:00,POINT (-80.96975 33.997315)
2025-08-19 00:13:58 UTC,sensor01,218208153,24.04,92.54,2025-08-19 09:59:55+00:00,33.997455,-80.969978,30.8,5.66,-0.3,310.68,11.0,3D,2025-08-19 05:59:55-04:00,POINT (-80.969978 33.997455)
2025-08-19 00:14:03 UTC,sensor01,218208153,23.99,92.42,2025-08-19 10:00:00+00:00,33.99764,-80.970308,29.7,7.29,-0.1,306.32,11.0,3D,2025-08-19 06:00:00-04:00,POINT (-80.970308 33.99764)
2025-08-19 00:14:08 UTC,sensor01,218208153,23.99,92.51,2025-08-19 10:00:05+00:00,33.997825,-80.970685,29.2,6.93,-0.2,306.61,11.0,3D,2025-08-19 06:00:05-04:00,POINT (-80.970685 33.997825)
2025-08-19 00:14:13 UTC,sensor01,218208153,23.99,92.79,2025-08-19 10:00:10+00:00,33.998015,-80.971033,29.0,6.9,0.0,303.83,11.0,3D,2025-08-19 06:00:10-04:00,POINT (-80.971033 33.998015)
2025-08-19 00:14:18 UTC,sensor01,218208153,23.96,92.9,2025-08-19 10:00:15+00:00,33.99824,-80.971327,28.5,7.55,-0.1,307.57,11.0,3D,2025-08-19 06:00:15-04:00,POINT (-80.971327 33.99824)
2025-08-19 00:14:23 UTC,sensor01,218208153,23.9,92.84,2025-08-19 10:00:20+00:00,33.99847,-80.971597,27.6,7.12,-0.2,315.05,11.0,3D,2025-08-19 06:00:20-04:00,POINT (-80.971597 33.99847)
2025-08-19 00:14:28 UTC,sensor01,218208153,23.85,92.71,2025-08-19 10:00:25+00:00,33.998708,-80.971952,26.5,8.24,-0.2,307.2,11.0,3D,2025-08-19 06:00:25-04:00,POINT (-80.971952 33.998708)
2025-08-19 00:14:33 UTC,sensor01,218208153,23.81,92.83,2025-08-19 10:00:30+00:00,33.998943,-80.972332,25.4,8.31,-0.1,305.73,11.0,3D,2025-08-19 06:00:30-04:00,POINT (-80.972332 33.998943)
2025-08-19 00:14:39 UTC,sensor01,218208153,23.78,92.99,2025-08-19 10:00:35+00:00,33.999162,-80.972692,24.7,7.53,-0.1,305.03,11.0,3D,2025-08-19 06:00:35-04:00,POINT (-80.972692 33.999162)
2025-08-19 00:14:44 UTC,sensor01,218208153,23.76,93.08,2025-08-19 10:00:40+00:00,33.99939,-80.973042,24.6,8.09,0.0,310.15,11.0,3D,2025-08-19 06:00:40-04:00,POINT (-80.973042 33.99939)
2025-08-19 00:14:49 UTC,sensor01,218208153,23.76,93.1,2025-08-19 10:00:45+00:00,33.99963,-80.97342,25.2,8.42,0.0,311.3,11.0,3D,2025-08-19 06:00:45-04:00,POINT (-80.97342 33.99963)
2025-08-19 00:14:54 UTC,sensor01,218208153,23.72,93.08,2025-08-19 10:00:50+00:00,33.999867,-80.973762,25.1,8.23,-0.1,310.98,11.0,3D,2025-08-19 06:00:50-04:00,POINT (-80.973762 33.999867)
2025-08-19 00:14:59 UTC,sensor01,218208153,23.69,93.09,2025-08-19 10:00:55+00:00,34.0001,-80.974133,25.3,8.67,0.1,308.76,11.0,3D,2025-08-19 06:00:55-04:00,POINT (-80.974133 34.0001)
2025-08-19 00:15:04 UTC,sensor01,218208153,23.66,93.39,2025-08-19 10:01:00+00:00,34.000367,-80.974483,26.1,8.31,0.3,312.41,11.0,3D,2025-08-19 06:01:00-04:00,POINT (-80.974483 34.000367)
2025-08-19 00:15:09 UTC,sensor01,218208153,23.68,93.44,2025-08-19 10:01:05+00:00,34.000613,-80.974835,27.8,7.93,0.4,309.7,11.0,3D,2025-08-19 06:01:05-04:00,POINT (-80.974835 34.000613)
2025-08-19 00:15:14 UTC,sensor01,218208153,23.67,93.61,2025-08-19 10:01:10+00:00,34.000798,-80.975133,30.0,5.48,0.4,308.0,11.0,3D,2025-08-19 06:01:10-04:00,POINT (-80.975133 34.000798)
2025-08-19 00:15:19 UTC,sensor01,218208153,23.65,93.62,2025-08-19 10:01:15+00:00,34.000922,-80.975203,31.7,2.66,0.4,7.57,11.0,3D,2025-08-19 06:01:15-04:00,POINT (-80.975203 34.000922)
2025-08-19 00:15:24 UTC,sensor01,218208153,23.66,93.63,2025-08-19 10:01:20+00:00,34.001093,-80.975038,33.0,6.77,0.2,41.53,11.0,3D,2025-08-19 06:01:20-04:00,POINT (-80.975038 34.001093)
